Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	KLRGhi-LCMV-7d vs. RNA-LCMV-0d logFC	KLRGhi-LCMV-7d vs. RNA-LCMV-0d FDR	KLRGhi-LCMV-7d vs. RNA-LCMV-0d logCPM
NM_008367	Il2ra|CD25|Il2r|Ly-43|-|2 A2-A3|2 8.91 cM|protein-coding	-4.19972436875194	8.67246561335908e-12	3.9044899266297
NM_008685	Nfe2|45kDa|NF-E2|p45|p45NFE2|p45nf-e2|-|15 F3|15 58.62 cM|protein-coding	-4.1685781694388995	7.919216054015681e-10	2.55390044143138
NM_001290641	Dab2ip|2310011D08Rik|AI480459|Aip1|mKIAA1743|RP23-4L24.1|2 B|2|protein-coding	-4.1685781694388995	7.919216054015681e-10	2.55390044143138
NM_145535	Sdcbp2|-|RP23-419G21.7|2 G3|2|protein-coding	-4.16229577128568	6.8617074244537e-12	4.10365853011455
NM_146248	Cchcr1|Hcr|-|17 B1|17|protein-coding	-4.1613497459953	2.19953743646482e-12	4.608487552157389
NM_134022	6330403K07Rik|AI415455|AV161034|UGS148|RP23-83I13.10|11 B4|11|protein-coding	-4.1577165475057996	6.483707570022241e-09	2.10046815040762
NM_001033254	Pak6|4732456M09|RP23-204G5.2|2 E5|2|protein-coding	-4.14497853795575	3.7001883323666295e-09	2.25208968048451
NM_025495	Cenpp|1700022C02Rik|4921518G09Rik|-|13|13 B1|protein-coding	-4.143304809861	4.0586362747949503e-10	2.7647012718665804
NM_010304	Gna15|G[a]15|Galpha15|-|10 C1|10 39.72 cM|protein-coding	-4.108976997893359	4.5179705619768393e-13	6.44783615236159
NM_026412	Knstrn|1700025D04Rik|C15orf23|D2Ertd750e|SKAP|Traf4af1|RP23-172B16.7|2 E5|2|protein-coding	-4.10749381284366	1.17885261947886e-12	5.44113629056914
NM_009807	Casp1|ICE|Il1bc|-|9 A1|9 2.46 cM|protein-coding	-4.10447748792713	5.4196620454719006e-12	4.4276207903082305
NM_025404	Arl4d|1110036H21Rik|ARL6|AW456149|Arf4l|Arfl4|Arl5|RP23-382C19.6|11 D|11|protein-coding	-4.0946344099694105	3.5618847385276205e-12	4.69048642841005
NM_198654	Nsl1|4833432M17Rik|AI451597|Gm105|Gm984|-|1 H6|1|protein-coding	-4.08744120275005	4.76597838192463e-12	4.56906724085157
NM_176982	Fbxo48|A630050E13Rik|RP23-295E4.4|11 A2|11|protein-coding	-4.07880937267155	5.26839461968306e-10	2.80893562736337
NM_011497	Aurka|AIRK1|ARK-1|AU019385|AW539821|Ark1|Aurora-A|Ayk1|IAK|IAK1|Stk6|-|2 H3|2 94.84 cM|protein-coding	-4.0588073762409405	1.58139834682951e-12	5.609719549491099
NM_153142	Slc35e4|A330108F03Rik|AI414849|AI536442|RP23-128G5.5|11 A1|11|protein-coding	-4.04675387582383	9.94100213526352e-09	2.16148975923141
NM_018729	Cd244|2B4|C9.1|F730046O15Rik|Ly90|NAIL|NKR2B4|Nmrk|SLAMF4|-|1 H3|1 79.52 cM|protein-coding	-4.04502607812632	2.8900638357675604e-09	2.43940594379889
NM_012012	Exo1|5730442G03Rik|Msa|-|1 H4|1 81.9 cM|protein-coding	-4.00883711681295	1.41067694216197e-10	3.50626402810897
NM_001163763	Tcf19|5730403J10Rik|AW495861|-|17 B1|17|protein-coding	-4.00271518551435	1.48099068084933e-12	6.4432244828765795
NM_183408	Pde4a|D9Ertd60e|Dpde2|-|9 A3|9 7.73 cM|protein-coding	-3.9923958448919796	1.84209609114173e-10	3.3014185015895294
NM_001134385	Gpr160|1700025D19Rik|GPCR150|-|3|3 B|protein-coding	-3.99078636938038	1.7225494104436e-10	3.48944362311005
NM_007754	Cpd|AA960140|AW322530|D830034L15Rik|RP23-396O3.1|11 B5|11 46.05 cM|protein-coding	-3.9891643344721	6.60707286766584e-10	2.9138506178412698
NM_001145920	Runx2|AML3|Cbf|Cbfa-1|Cbfa1|LS3|Osf2|PEBP2aA|Pebp2a1|Pebpa2a|-|17 B3|17 21.33 cM|protein-coding	-3.95913317658037	2.1403853469578e-12	6.694064231618579
NM_001289916	Rora|9530021D13Rik|Nr1f1|ROR1|ROR2|ROR3|nmf267|sg|staggerer|tmgc26|RP23-82F10.1|9 C|9 37.45 cM|protein-coding	-3.945616571785	1.89358880037407e-12	7.55875425590162
NM_001168244	Syce2|1700013H19Rik|AA407907|Cesc1|-|8 C3|8|protein-coding	-3.9283915054938	5.67625933756116e-09	2.4535633315644305
NM_146186	Wdr62|2310038K02Rik|-|7 B1|7|protein-coding	-3.92686936790178	9.226371359049489e-12	5.13297822881437
NM_011634	Traip|Trip|-|9 F1-F2|9 59.07 cM|protein-coding	-3.9100732910643194	3.48589603355804e-11	4.402990714969481
NM_016692	Incenp|2700067E22Rik|AU019509|C130081E20|C77457|-|19 A|19 6.1 cM|protein-coding	-3.9066470232654305	3.15585977609778e-12	7.214245223487881
NM_183287	2610318N02Rik|AL033325|-|16 A3|16|protein-coding	-3.90263302188075	4.931656209601e-10	3.2181010815761
NM_009256	Serpinb9|BB283241|CAP-3|CAP3|PI-9|PI9|Spi6|ovalbumin|RP23-391I11.1|13 A3.3|13 13.79 cM|protein-coding	-3.89472363854299	3.1805252247919904e-12	7.6481145057398
NM_023670	Igf2bp3|2610101N11Rik|AA522010|AL022933|AU045931|IMP-3|IMP3|Koc13|Neilsen|mimp3|-|6 B2.3|6 23.82 cM|protein-coding	-3.89215083986969	3.09607671834957e-11	4.55491740393057
NM_013471	Anxa4|AI265406|AIV|AW106930|Anx4|Xanx-4|-|6 D1|6 37.75 cM|protein-coding	-3.88686301061611	3.76846771482416e-11	4.468134452343571
NM_175437	Gsap|A530088I07Rik|Pion|-|5 A3|5|protein-coding	-3.88595248697672	5.4056955587363e-12	6.4869745974890805
NM_010212	Fhl2|FHL-2|SLIM-3|SLIM3|-|1 B|1|protein-coding	-3.87383337933572	1.2788306126469301e-11	5.436305140268001
NM_001130456	Sema6b|Sema|Seman|VIb|semaZ|-|17|17 D|protein-coding	-3.86870303792916	3.00578847293485e-08	2.14463183014008
NM_181819	Wfikkn2|2610304F08Rik|AY100450|Gasp1|WFIKKNRP|RP23-244C22.2|11|11 C|protein-coding	-3.86818359946329	1.35854154817951e-11	5.4310306945083
NM_020567	Gmnn|AW546347|Gem|RP23-92G13.2|13 A3.1|13|protein-coding	-3.86565920384324	2.6277943500620302e-11	4.81783577757889
NM_023422	Hist1h2bc|2610022J01Rik|H2bfs|R74621|-|13 A3.1|13|protein-coding	-3.85925059181504	3.00578847293485e-08	2.1360047676859497
NM_001035510	Zcchc18|1500031H04Rik|Sizn2|RP23-389M3.9|X F1|X|protein-coding	-3.85724649745198	1.17628388800885e-10	4.05693632439857
NM_001081336	Dgkh|5930402B05Rik|D130015C16|mCG_120030|14 D3|14|protein-coding	-3.84166278929124	1.63498966001901e-10	3.96729870814515
NM_139303	Kif18a|AU024633|B130001M12Rik|RP23-206C1.1|2 E3|2|protein-coding	-3.84065476552535	4.4429626450152794e-11	4.633820804730191
NM_025451	Camk2n1|1810006K23Rik|AI848599|AI891706|RP23-25C1.11-001|4 D3|4|protein-coding	-3.83650822529181	9.19446603877647e-09	2.4812671368722596
NM_032393	Map1a|6330416M19Rik|AI853608|Mtap-1|Mtap1|Mtap1a|moth1|-|2 E5|2 60.37 cM|protein-coding	-3.83051588285106	3.9665209343691005e-08	2.1098091066743203
NM_010137	Epas1|HIF-2alpha|HIF2A|HLF|HRF|MOP2|bHLHe73|-|17 E4|17|protein-coding	-3.82129659741305	1.46493275929992e-11	5.96560176232376
NM_009764	Brca1|-|RP23-328K2.8|11 D|11 65.18 cM|protein-coding	-3.8196155711766404	2.32879581113362e-11	5.399903834441821
NM_008234	Hells|AI323785|E130115I21Rik|LSH|Lysh|PASG|YFK8|-|19|19 C3-D1|protein-coding	-3.8101148071994597	2.93500974145125e-11	5.2737067124611
NM_020044	Lat2|AW125574|LAB|NTAL|WSCR5|Wbscr15|Wbscr5|-|5 G2|5|protein-coding	-3.80919332153841	1.0365425291759403e-09	3.19766463743765
NM_001145799	Ctla2a|Ctla-2a|-|13 B2|13 32.56 cM|protein-coding	-3.80711747609516	1.24738236356536e-11	6.50065722500651
NM_019412	Prx|L-Periaxin|-|7 A3|7 15.91 cM|protein-coding	-3.80662512083427	6.26021840063584e-09	2.65466719835217
NR_110987	Lmtk3|BC059845|aatyk3|-|7 B4|7|protein-coding	-3.8062611671204	3.1573758943694e-08	2.22026948918644
NM_009712	Arsb|1110007C02Rik|AI480648|As-1|As-1r|As-1s|As-1t|As1|As1-r|As1-s|As1-t|Asr-1|Ast-1|-|13 C3-D1|13 47.88 cM|protein-coding	-3.80182574977475	8.67246561335908e-12	7.94215005999061
NR_024720	2700099C18Rik|9430041D22Rik|-|17 E5|17|pseudo	-3.78919399485054	3.997641482725471e-09	2.8148483870911902
NM_008504	Gzmm|Lmet1|MMET-1|-|10 C|10 39.72 cM|protein-coding	-3.78884050800252	5.99860361266605e-10	3.61941896137946
NM_009643	Ahnak|DY6|-|19 A|19|protein-coding	-3.7845581316853	8.29282749794267e-12	10.4043329392125
NM_011454	Serpinb6b|NK13|Spi12|ovalbumin|RP23-391I11.3|13 A3.3|13 13.78 cM|protein-coding	-3.7810612986890604	1.14746478809927e-11	7.66138969906312
NM_177780	Dock5|1110060D06Rik|AI666732|AI956923|BC016533|E130320D18|lr2|rlc|-|14 D1|14|protein-coding	-3.77982594033691	1.2428291124775699e-11	7.34788837396348
NM_001289549	St6galnac6|ST6GalNAcVI|Siat7f|RP23-17P12.2|2 B|2|protein-coding	-3.77902335804056	1.3697048599513302e-09	3.35116060020612
NM_133200	P2ry14|A330108O13Rik|Gpr105|P2Y14|-|3 D|3 28.96 cM|protein-coding	-3.75096852188532	8.44640206146907e-08	2.03753094435464
NM_001162904	Mdm1|Arrd2|Mdm-1|-|10 C1-C3|10 66.65 cM|protein-coding	-3.74472909571508	2.33223346390043e-10	4.21928910381934
NM_026835	Ms4a6d|1110058E16Rik|AI447446|Ms4a11|-|19 A|19|protein-coding	-3.74187631047698	2.75372459497567e-10	4.1544761840587805
NM_007525	Bard1|ENSMUSG00000060893|ENSMUSG00000073653|-|1 C3|1|protein-coding	-3.72280238646491	4.55188867682876e-11	5.84512869941355
NM_019499	Mad2l1|AA673185|MAD2|-|6 C1|6 30.56 cM|protein-coding	-3.72186876091822	2.9285349585499104e-11	6.587348308841231
NM_010715	Lig1|AL033288|LigI|-|7 A1|7 7.82 cM|protein-coding	-3.7171544645252204	2.85171072651218e-11	6.9320264203925
NM_010567	Inppl1|51C|SHIP2|-|7 F1|7|protein-coding	-3.7171181427203197	2.65993080365381e-09	3.29418311654091
NM_008197	H1f0|D130017D06Rik|H1(0)|H1fv|-|15 E1|15 37.7 cM|protein-coding	-3.71526664049231	9.95157731296167e-11	4.93605088515896
NM_025968	Ptgr1|2510002C21Rik|Ltb4dh|Zadh3|RP23-211P15.3|4|4 C1|protein-coding	-3.7138244400629103	7.17578502122757e-08	2.13625094422942
NM_001166407	Kif20a|AA415432|Rab6kifl|-|18 B1|18 18.69 cM|protein-coding	-3.70836800189094	3.15524645654832e-11	6.81007352574225
NM_023465	Ctnnbip1|1110008O09Rik|2310001I19Rik|AW457332|Catnbip1|Icat|RP23-153G17.3|4 E2|4|protein-coding	-3.70786702943144	1.2679217279230801e-09	3.59141960304752
NM_027429	Cenpl|2610300B10Rik|AW121806|AW550697|-|1|1 H1|protein-coding	-3.68783398478021	1.01975657182962e-10	5.2915798653813795
NR_030721	Foxd2os|9130206I24Rik|-|4 D1|4|ncRNA	-3.6811026753387006	5.32929745607319e-09	3.1429133545152403
NM_008484	Lamb3|-|-|1 H2-H6|1 97.71 cM|protein-coding	-3.6747167156772296	9.341412717931019e-10	3.85106188781696
NM_008235	Hes1|Hry|bHLHb39|-|16 B2|16 21.09 cM|protein-coding	-3.64579131057854	9.23568132572918e-08	2.19581265489454
NM_001159904	Klrb1c|AI462337|CD161|Ly-59|Ly55c|Ly59|NK-RP1|NK1.1|NKR-P1.9|NKRP1|NKRP140|Nk-1|Nk-1.2|Nk1|Nk1.2|Nkrp1c|ly-55c|-|6 F3|6 63.09 cM|protein-coding	-3.6372564561450695	3.07140421605291e-09	3.47991766695791
NM_007681	Cenpa|Cenp-A|-|5 B1|5 16.76 cM|protein-coding	-3.6334776602862595	7.45710073431665e-11	6.8361458576494405
NM_033582	Pcdhgc4|-|-|18 B3|18|protein-coding	-3.63268118551218	3.45100228297873e-10	4.62348684910384
NM_026613	Ccdc34|2810027O19Rik|4930522P10Rik|AI596202|RP23-300M9.1|2 E3|2|protein-coding	-3.62498033791437	6.833630017157619e-10	4.225668947308839
NM_001164804	Coro2a|9030208C03Rik|AI563590|IR10|RP23-117B19.6|4 B1|4|protein-coding	-3.61276487443156	1.21608228350923e-10	6.08754535465293
NM_028716	Phf19|3110009G19Rik|3321402G02Rik|RP23-9N11.3|2 B|2|protein-coding	-3.6010500575916295	4.4288377157478797e-10	4.65716130936424
NM_183089	Dscc1|2010006I05Rik|2600005O03Rik|Dcc1|-|15 D1|15|protein-coding	-3.5969030017499195	1.351744637486e-08	2.8683689720199297
NM_001284409	Casp3|A830040C14Rik|AC-3|Apopain|CASP-3|CC3|CPP-32|CPP32|Caspase-3|Lice|SCA-1|Yama|mldy|-|8 B1.1|8 26.39 cM|protein-coding	-3.59078930070835	1.20485665752317e-10	6.70621330917524
NM_008993	Pxmp2|22kDa|PMP22|-|5 F|5 53.44 cM|protein-coding	-3.5896217003754995	1.43642298466364e-07	2.14512179841545
NM_001115154	Samd3|Gm623|-|10 A4|10|protein-coding	-3.5896217003754995	1.43642298466364e-07	2.14512179841545
NM_009851	Cd44|AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1|RP23-203N8.3|2 E2|2 54.13 cM|protein-coding	-3.58881550804147	1.22909206138974e-10	6.70439285279964
NM_033581	Pcdhgc3|PC43|Pcdh2|-|18 B3|18 19.67 cM|protein-coding	-3.5711443239393996	5.684084452262139e-10	4.821171184244349
NM_207110	Rnf216|2810055G22Rik|AI647468|AU019462|C86502|F830018F18Rik|TRIAD3|UIP83|Ubce7ip1|-|5 G2|5|protein-coding	-3.56335338925685	4.0611760840602006e-10	5.16276252229559
NM_027982	Ppm1j|2310008J22Rik|PP2Czeta|Ppp2cz|-|3|3 F3|protein-coding	-3.55982076306054	3.9317821505182896e-10	5.2282593229416605
NM_134041	4930427A07Rik|AA536649|mFLJ00116|-|12 F1|12|protein-coding	-3.55830180674019	3.27605692135116e-10	5.43875710818633
NM_008737	Nrp1|C530029I03|NP-1|NPN-1|Npn1|Nrp|-|8 E|8 75.78 cM|protein-coding	-3.5416715381632002	6.6540440159405e-10	4.77607232963146
NM_178856	Gins2|2210013I18Rik|4833427B12Rik|AI323585|Pfs2|-|8 E1|8|protein-coding	-3.53958443003471	1.0218029404003401e-09	4.47231736090514
NM_008428	Kcnj8|AI448900|Kir6.1|gnite|slmbr|sltr|-|6 G2|6 74.31 cM|protein-coding	-3.5389459399261898	3.87302936023108e-08	2.66723627536971
NM_028679	Irak3|4833428C18Rik|AI563835|IRAK-M|-|10 D2|10|protein-coding	-3.5108011748924906	2.17838553295197e-08	2.92483613618101
NM_175231	Whsc1|5830445G22Rik|9430010A17Rik|AW555663|C130020C13Rik|D030027O06Rik|D930023B08Rik|MMSET|NSD2|Whsc1l|mKIAA1090|-|5 B1|5|protein-coding	-3.4891468733096804	3.30527711003588e-10	7.0648025444651
NM_007891	E2f1|E2F-1|mKIAA4009|RP23-109C16.5|2 H1|2 76.79 cM|protein-coding	-3.4878218217363797	9.51579219886641e-10	5.065052034718691
NM_178309	Brip1|3110009N10Rik|8030460J03Rik|Bach1|FACJ|Fancj|OF|RP23-36C4.3|11 C|11|protein-coding	-3.46787957502599	1.43130026538555e-09	4.87952899962758
NM_011495	Plk4|1700028H20|AI385771|Sak|Stk18|-|3 B|3|protein-coding	-3.4647503221322595	6.640409988493421e-10	5.8483906889465205
NM_173406	Jazf1|AI591476|C820002C15|Jaz1|Tip27|-|6 B3|6 25.74 cM|protein-coding	-3.4525896946106203	5.83330206273391e-08	2.73767685482194
NM_001163539	5430427O19Rik|-|RP23-311G7.1|X|X B|protein-coding	-3.44769208867935	1.1555212357303799e-08	3.56649508783263
NM_053214	Myo1f|C330006B10Rik|-|17 B-C|17 17.98 cM|protein-coding	-3.4400549548819304	4.1913031391339997e-10	8.71768506147129
NM_001195065	Phactr2|AV158170|BC012871|RP23-104K14.1|10 A2|10|protein-coding	-3.43948281191188	1.60293071611683e-07	2.41214344554069
NM_019990	Stard10|AV048538|CGI-52|NY-C0-28|PC-TP2|PCTP2|Pctpl|Sdccag28|SdccagG28|TISP-81|-|7 E3|7|protein-coding	-3.43773132163287	1.0365425291759403e-09	5.63042800762253
NM_146171	Ncapd2|2810406C15Rik|2810465G24Rik|CAP-D2|CNAP1|mKIAA0159|-|6|6 F2|protein-coding	-3.4160922582957	5.5213179284877e-10	8.42484219173407
NM_008365	Il18r1|Il18ralpha|Il1rrp|-|1 B|1|protein-coding	-3.41424067558424	5.61819785204142e-10	8.46659245865557
NM_198299	Enkd1|AI606951|E130303B06Rik|-|8 D3|8|protein-coding	-3.40800455648826	4.46639323662934e-08	3.1217867411376297
NM_011132	Pole|-|-|5 E3-E5|5 53.45 cM|protein-coding	-3.40235248924864	1.05409469404135e-09	6.35011628876995
NM_133753	Errfi1|1300002F13Rik|AI788755|Mig-6|Mig6|RALT|RP23-272N19.4|4|4 E1|protein-coding	-3.3983951850603997	1.36845776799631e-09	5.7877850403526505
NM_175382	Fam72a|2700049P18Rik|P17|-|1 E4|1|protein-coding	-3.38993884862966	4.09430684260393e-08	3.2068418451938396
NM_028331	C1qtnf6|2810036M19Rik|CTRP6|AL590144.2|15 E1|15|protein-coding	-3.3875997312585096	3.08745341882249e-08	3.3445326074069204
NM_026507	Zwilch|2310031L18Rik|-|9|9 D|protein-coding	-3.38400515783063	3.08561016291498e-09	4.91174646621905
NM_007534	Bcl2a1b|A1-b|-|9 E3.1|9|protein-coding	-3.3814058021341697	1.2803368297256499e-08	3.7924724864394506
NM_133348	Acot7|2410041A17Rik|Ach1|Act|Bach|CTE-IIa|Cte-II|Lach1|RP23-421E12.1|4 E2|4|protein-coding	-3.3682558663242204	1.46318087777692e-09	6.38982994314724
NM_013613	Nr4a2|HZF-3|NOT|Nurr1|RNR-1|TINOR|TINUR|RP23-271B15.1|2 C1.1|2 31.66 cM|protein-coding	-3.3619982156843102	1.8365157785724498e-09	6.01699823454415
NM_001029856	Atad5|C130052G03Rik|FRAG1|Gm17|RP23-328O2.1|11 B5|11|protein-coding	-3.35964362176679	2.64228211683678e-09	5.32507594695354
NM_172685	Slc25a24|2610016M12Rik|DN-250O19.1|3 F3|3|protein-coding	-3.3504548712742204	2.18689758208706e-09	5.8084600880374895
NM_009103	Rrm1|RnrM1|-|7 E3|7 54.72 cM|protein-coding	-3.34637276283719	1.3488363205583802e-09	7.7618501417625305
NM_029977	Polq|A430110D14Rik|-|16 B3|16 26.32 cM|protein-coding	-3.34621493478413	3.1885153626333196e-09	5.24497465944333
NM_011636	Plscr1|MmTRA1a|MmTRA1b|Nor1|Tra1|Tra1a|Tra1b|Tras1|Tras2|-|9 E3.3|9|protein-coding	-3.3407411807518397	2.47908331321498e-07	2.48906773210942
NM_175170	Pogk|9130401E23Rik|BASS2|mKIAA1513|-|1 H2.3|1|protein-coding	-3.3363420655506597	1.98876505165161e-09	6.43333915716033
NR_037956	1190002F15Rik|AI120476|-|6 G1|6|ncRNA	-3.33506055260054	4.720800366669e-08	3.3409062237584504
NM_011176	St14|Epithin|MT-SP1|Prss14|Tmprss14|mCAP3|matriptase|-|9 A4|9 16.61 cM|protein-coding	-3.3299787166259103	2.19219950491053e-07	2.55545106551015
NM_177752	Eme1|6820428D13|RP23-290B5.3|11 D|11|protein-coding	-3.3222068073760895	6.25872173755322e-09	4.794597072256019
NM_001033525	Kcnk6|D7Ertd764e|Toss|Twik2|-|7 B1|7 16.94 cM|protein-coding	-3.3177955143822597	3.07970958038713e-07	2.4686029254426898
NM_001081166	Phf21b|A730032D07Rik|-|15 E2|15|protein-coding	-3.3162457700194503	1.3984129684586502e-07	2.9302983187663
NM_053178	Acsbg1|BG1|Bgm|E230019G03Rik|Lpd|R75185|mKIAA0631|-|9 A5.3|9|protein-coding	-3.28410252964916	3.36625012462838e-09	6.552771043501219
NM_018763	Chst2|AI428561|AW121776|C130041E03Rik|Chts2|GST-2|GlcNAc6ST|Gn6st|-|9 E3.2-3.3|9|protein-coding	-3.27743447929595	2.1797335821114503e-07	2.7150469234216703
NM_133720	Cysltr2|2300001H05Rik|CYSLT2R|Cltr2|Cyslt2|-|14 D3|14|protein-coding	-3.27507327989923	6.01754663239443e-08	3.44971631388146
NM_172603	Phf11a|4933417L10Rik|Phf11|Phf11l|-|14 C3|14|protein-coding	-3.27089370993127	2.7717362562217996e-07	2.6436453089169603
NM_025995	Fbxo5|2510044I10Rik|C85305|Emi1|Fbxo31|-|10 A1|10|protein-coding	-3.27072549303542	5.050795987454289e-09	5.75181711746336
NM_001081127	Adamts14|Adamts-14|TS14|-|10 B4|10|protein-coding	-3.2691198172209304	7.2493061956196205e-09	5.16352996875461
NM_010346	Grb7|mKIAA4028|RP23-355L10.11-001|11 D|11 61.75 cM|protein-coding	-3.2510658441887004	8.17782119839422e-08	3.38921578017955
NM_001167949	Atp2b4|Pmca4|-|1 E4|1 57.95 cM|protein-coding	-3.24985740117346	3.95289259425645e-09	7.41793149492088
NM_009630	Adora2a|A2AAR|A2aR|AA2AR|-|10 B5.3|10|protein-coding	-3.2495306178888397	5.0223567121330395e-09	6.34960907408632
NM_177265	Ifitm10|6330512M04Rik|AI848576|DSPA3|-|7 F5|7|protein-coding	-3.2462019973138196	1.65339292118923e-08	4.43305186432851
NM_010436	H2afx|AW228881|H2A.X|H2ax|Hist5-2ax|gammaH2ax|-|9 A5.2|9 24.84 cM|protein-coding	-3.2420947237102298	3.97271263880927e-09	7.84604876729285
NM_153785	Cdkl3|AI852479|B230379H01Rik|RP23-263C23.4|11 B1.3|11|protein-coding	-3.23441251996488	1.11453342467195e-06	2.2295765515578703
NM_207298	Cercam|2600006K01Rik|AL024097|Ceecam1|RP23-443G7.3|2 B|2 20.76 cM|protein-coding	-3.2229737570629	1.04218305446723e-08	5.2662726475342
NR_015505	Firre|5830467J12Rik|6720401G13Rik|AW048145|-|X A5|X|ncRNA	-3.2146569264478	3.76700758646761e-08	4.01194715224842
NM_001042699	Syne3|nesprin-3|-|12 E|12|protein-coding	-3.21451731305125	1.03997048189949e-08	5.49228046621387
NM_033583	Pcdhgc5|-|-|18 B3|18|protein-coding	-3.2121260463231005	2.84179365101441e-08	4.2408968370569
NM_001164202	Gm8369|EG666926|-|19 A|19|protein-coding	-3.18546694145418	1.3741478575612599e-08	5.50165209632553
NM_001081332	Slc9a5|Gm696|-|8 D3|8|protein-coding	-3.1851377860558503	2.4462140110506303e-07	3.11796588377267
NM_021530	Slc4a8|AW493845|C230026C11|NDCBE|kNBC-3|-|15|15 F3|protein-coding	-3.1837537202797	4.5459030785831396e-08	4.08123695993801
NM_001040085	Sytl2|AI266830|Slp2|mKIAA1597|-|7 E1|7|protein-coding	-3.17134007335519	1.03997048189949e-08	6.65232647846185
NM_029186	Tmem180|4930449A08Rik|4930538D17Rik|-|19|19 D1|protein-coding	-3.1590400966370202	9.040319805149281e-07	2.47586285296581
NM_001159901	Hopx|1110018K11Rik|1200015P04Rik|2300002F06Rik|AI848177|AW490897|Cameo|Hdop|Hod|Hop|Ob1|Obl|Toto|-|5 C3.3|5|protein-coding	-3.1586768448353704	1.19057083126975e-08	6.62520237480312
NM_001081163	Chsy1|mKIAA0990|-|7 C|7|protein-coding	-3.15481096782736	8.86342532784289e-09	8.8273356799342
NM_013674	Irf4|AI385587|IRF-4|LSIRF|Spip|RP23-213G18.1|13|13 A3.3|protein-coding	-3.15048913784229	2.60834010247452e-08	4.99721633588488
NM_022018	Fam129a|AI256368|AU019833|Niban|-|1 G2|1|protein-coding	-3.1358093323268394	1.8296535233580802e-08	5.91839803829193
NM_023824	Paqr4|1500004C10Rik|MNCb-0914|17 A3.3|17|protein-coding	-3.1347823525424503	3.51812592982093e-08	4.81558870527337
NM_058214	Recql4|RecQ4|-|15|15 D3|protein-coding	-3.13208031144957	7.0057148382495e-08	4.10373632085207
NM_033587	Pcdhga4|-|-|18 B3|18|protein-coding	-3.13152395701965	6.384890661538861e-08	4.168779642973339
NM_033574	Pcdhgb1|-|-|18 B3|18|protein-coding	-3.13152395701965	6.384890661538861e-08	4.168779642973339
NM_033575	Pcdhgb2|-|-|18 B3|18|protein-coding	-3.12201886283053	7.04479157065959e-08	4.16030324186311
NM_033580	Pcdhgb8|-|-|18 B3|18|protein-coding	-3.11724272825347	7.28596396966076e-08	4.15604628310413
NM_001301256	Pcdha6-g|-|-|-|protein-coding	-3.11724272825347	7.28596396966076e-08	4.15604628310413
NM_001301259	Pcdha7-g|-|-|-|protein-coding	-3.11724272825347	7.28596396966076e-08	4.15604628310413
NM_033590	Pcdhga7|-|-|18 B3|18|protein-coding	-3.11724272825347	7.28596396966076e-08	4.15604628310413
NM_033592	Pcdhga9|-|-|18 B3|18|protein-coding	-3.11724272825347	7.28596396966076e-08	4.15604628310413
NM_033588	Pcdhga5|-|-|18 B3|18|protein-coding	-3.11724272825347	7.28596396966076e-08	4.15604628310413
NM_033586	Pcdhga3|-|-|18 B3|18|protein-coding	-3.11724272825347	7.28596396966076e-08	4.15604628310413
NM_001174154	Pcdha4-g|-|-|-|protein-coding	-3.11724272825347	7.28596396966076e-08	4.15604628310413
NM_033589	Pcdhga6|-|-|18 B3|18|protein-coding	-3.11724272825347	7.28596396966076e-08	4.15604628310413
NM_033584	Pcdhga1|-|-|18 B3|18|protein-coding	-3.11724272825347	7.28596396966076e-08	4.15604628310413
NM_033585	Pcdhga2|mKIAA0588|-|18 B3|18|protein-coding	-3.11724272825347	7.28596396966076e-08	4.15604628310413
NM_033593	Pcdhga10|-|-|18 B3|18|protein-coding	-3.11724272825347	7.28596396966076e-08	4.15604628310413
NM_008354	Il12rb2|A930027I18Rik|IL-12RB2|Ifnm|-|6 C1|6 30.81 cM|protein-coding	-3.10909486977516	2.71998638506586e-08	5.711408607774639
