Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	RNA-LCMV-0d vs. RNA-LCMV-35d-rep2 logFC	RNA-LCMV-0d vs. RNA-LCMV-35d-rep2 FDR	RNA-LCMV-0d vs. RNA-LCMV-35d-rep2 logCPM
NR_104123	Tmevpg1|AI447422|-|10 D2|10|ncRNA	1.95122812747488	0.00515501045565201	2.6127384531621702
NM_001039198	Zfhx2|ZFH-5|-|14 C3|14|protein-coding	1.94948763028801	0.00141508614101296	6.3312982026222
NM_001291891	Adam19|AL024287|Mltnb|RP23-29H5.4|11 A5-B1.1|11 27.54 cM|protein-coding	1.94073728385569	0.00139738936993016	7.656067723224009
NM_030696	Slc16a3|Mct3|Mct4|RP23-378G22.1|11 E2|11|protein-coding	1.9388892442345902	0.00746977991683587	2.24974610577483
NM_010576	Itga4|CD49D|Itga4B|RP23-335P15.1|2 C3|2 47.38 cM|protein-coding	1.93884166633673	0.00136842143418793	10.191433109897199
NM_001159407	B3gnt5|beta3GnT5|-|16|16 B1|protein-coding	1.93490912400822	0.00173746768269211	5.56222272735157
NM_001004164	Gnptab|EG432486|mKIAA1208|-|10 C1|10|protein-coding	1.92837425691035	0.00152535038977397	7.5303340228374696
NM_025385	Prr13|1110020C13Rik|2010324E22Rik|-|15 F3|15|protein-coding	1.92027718546657	0.00164331677140261	7.17362157335771
NM_026482	Atp2b1|2810442I22Rik|E130111D10Rik|Pmca1|-|10|10 C3|protein-coding	1.91987710230192	0.0016372714643633302	7.35677033797372
NM_001281954	Crtam|-|-|9 A5.1|9 21.79 cM|protein-coding	1.91760237570408	0.0018916466479006	5.87439377508394
NM_026988	Ptms|2610009E16Rik|-|6 F2|6|protein-coding	1.8902316640417298	0.00463546562171969	3.4329594386423903
NR_051981	H2-Q5|H-2Q5|Qa-5|Qa5|Qat-5|-|17 B1|17 19.17 cM|pseudo	1.8826938382096499	0.00239589408686292	5.9549388987570095
NM_146167	Gimap7|IAN7|Ian3|-|6 B2.3|6|protein-coding	1.87603201035647	0.00241470490977251	6.356438607487
NM_027309	Lysmd2|2210402C18Rik|AV033872|AW538442|-|9 D|9|protein-coding	1.87463301221302	0.0036380373180911205	4.13627477032534
NM_027258	Rnf157|2610036E23Rik|A130073L17Rik|mKIAA1917|RP23-184G6.4|11 E2|11|protein-coding	1.87339271202042	0.0030937389619666604	4.76102952941641
NM_001012236	Trex1|1661|AU041952|-|9 F2|9|protein-coding	1.86994736101285	0.00270833800479733	5.60441150422775
NM_009256	Serpinb9|BB283241|CAP-3|CAP3|PI-9|PI9|Spi6|ovalbumin|RP23-391I11.1|13 A3.3|13 13.79 cM|protein-coding	1.8551423676284	0.00291328168313252	5.869506222711769
NM_025994	Efhd2|2600015J22Rik|AA408606|D4Wsu27e|RP23-423G13.3|4 E1|4 74.75 cM|protein-coding	1.85390871527564	0.00258757488135898	8.00241638271668
NM_028460	Pear1|3110045G13Rik|Jedi-1|Megf12|-|3 F1|3|protein-coding	1.85165418238322	0.00295335413100459	5.965868398862409
NM_138310	Apobr|Apob-48r|Apob48r|-|7 F3|7|protein-coding	1.8413902120100802	0.00401101883750647	4.63076566325413
NM_013693	Tnf|DIF|TNF-a|TNF-alpha|TNFSF2|TNFalpha|Tnfa|Tnfsf1a|-|17 B1|17 18.59 cM|protein-coding	1.8304204330553302	0.0046422762830379	4.18307345549566
NM_183276	Nbeal2|1110014F23Rik|BC042396|mKIAA0540|-|9 F2|9|protein-coding	1.8141324902835398	0.0032954127628455	9.80539409435766
NM_026514	Cdc42ep3|3200001F04Rik|AA986861|Borg2|Cep3|UB1|-|17 E3|17|protein-coding	1.80538724414372	0.003994908418982339	6.0993727375035505
NM_183370	Sytl3|A430092N21|Slp3|Slp3-a|Slp3-b|mFLJ00307|-|17|17 A1|protein-coding	1.8020845281865099	0.00422994291114721	5.809408509245549
NR_033508	Gm11110|ENSMUSG00000079414|-|-|ncRNA	1.79921216918248	0.00963307552227162	2.9931189624530603
NM_144807	Chpt1|-|-|10 C1|10|protein-coding	1.7940665532777802	0.00748681871180303	3.6522275146242595
NM_025371	Acy1|1110014J22Rik|Acy-1|-|9 F1|9 57.49 cM|protein-coding	1.7922624159934801	0.00605498228967072	4.23975287577506
NM_029499	Ms4a4c|5830413L19Rik|AI449185|Ms4a9|-|19 A|19|protein-coding	1.7865904653803601	0.00441422533818133	6.411270192344401
NM_028038	Ddx28|2410004K13Rik|AI449652|Mddx28|-|8 D3|8|protein-coding	1.78032117042505	0.00577984190155651	4.80565353326747
NM_001128601	Gm2382|-|-|9 E3.1|9|protein-coding	1.76789292580298	0.009593422193853821	3.3037004012306204
NM_029384	Tmem238|2210411K11Rik|-|7 A1|7|protein-coding	1.76390744063008	0.00997162802373119	3.4186283567219595
NM_013571	Ksr1|AW492498|B-KSR1|D11Bhm183e|D11Bhm184e|Ksr|RSU2|hb|RP23-12I13.1|11 B5|11 46.74 cM|protein-coding	1.7553251464677302	0.0061253941276103105	5.33088773845958
NM_008368	Il2rb|CD122|IL-15Rbeta|IL15Rbeta|Il-2/15Rbeta|Il-2Rbeta|p70|-|15 E|15 37.52 cM|protein-coding	1.73944128135499	0.005629773232148721	8.99941336837465
NM_207298	Cercam|2600006K01Rik|AL024097|Ceecam1|RP23-443G7.3|2 B|2 20.76 cM|protein-coding	1.7354828882552	0.00937082366572812	4.01825316839271
NM_018805	Hs3st3b1|3-OST-3B|3OST3B1|3Ost3b|AU041882|AW536289|Hs3st3b|m3-OST-3B|RP23-407M20.2|11 B3|11 39.47 cM|protein-coding	1.73182534282318	0.00637035293758545	6.4760763899204505
NM_145491	Rhoq|Arhq|TC10A|Tc10|-|17 E4|17 56.9 cM|protein-coding	1.73006451858507	0.00869460954175979	4.44695503357891
NM_011212	Ptpre|PTPe|PTPepsilon|RPTPepsilon|-|7 F3|7 81.27 cM|protein-coding	1.7108336893130902	0.007543897575581159	6.16653593072346
NM_001033270	Slc4a7|E430014N10Rik|NBC3|NBCn1|NBCn1-G|-|14 A2|14|protein-coding	1.6913085367279699	0.00869023568230999	6.07221976402719
NM_183031	Gpr183|Ebi2|-|14 E5|14|protein-coding	1.65669976395439	0.00986107767742721	7.878403562067901
