Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	KLRGlo-LCMV-12d vs. RNA-LCMV-0d logFC	KLRGlo-LCMV-12d vs. RNA-LCMV-0d FDR	KLRGlo-LCMV-12d vs. RNA-LCMV-0d logCPM
NM_010169	F2r|AI482343|Cf2r|Par1|ThrR|-|13 D1|13 50.21 cM|protein-coding	-2.0017368490069	0.0009133204121116289	7.15809858295092
NM_001159407	B3gnt5|beta3GnT5|-|16|16 B1|protein-coding	-1.98953431599985	0.00118338916187902	5.5815123670102205
NM_001038602	Marveld2|BC003296|MARVD2|Mrvldc2|Tric|Trica|Tricb|Tricc|-|13 D1|13|protein-coding	-1.9891657068518898	0.00232565775992491	3.7679277600259704
NM_177733	E2f2|9230110J10|E130207A07|RP23-118A9.2|4 D3|4|protein-coding	-1.9780304517617397	0.00163593645372127	4.71709511530341
NM_009502	Vcl|9430097D22|AA571387|AI462105|AW545629|-|14 A3|14 11.53 cM|protein-coding	-1.9765906674512699	0.00255075172282661	3.67040965102754
NM_009256	Serpinb9|BB283241|CAP-3|CAP3|PI-9|PI9|Spi6|ovalbumin|RP23-391I11.1|13 A3.3|13 13.79 cM|protein-coding	-1.97159150486285	0.00128062650927037	5.93852496185138
NM_010442	Hmox1|D8Wsu38e|HO-1|HO1|Hemox|Hmox|Hsp32|-|8 C1|8 35.59 cM|protein-coding	-1.96624267326372	0.00647673069959772	2.53743386961438
NM_001286391	Zfp821|4930566A11Rik|Znf821|-|8 D3|8|protein-coding	-1.96112361825735	0.0036415770462099	3.37681686238137
NM_029023	Scpep1|2410018F01Rik|4833411K15Rik|AI957256|Risc|RP23-176J13.1|11 C|11|protein-coding	-1.95761742990431	0.00323204633032538	3.51328531395562
NM_144807	Chpt1|-|-|10 C1|10|protein-coding	-1.95469055851964	0.0029175666367717897	3.74063225670606
NM_001198833	Ddr1|6030432F18|AI323681|CD167a|Cak|Nep|PTK3A|CR974483.1|17 C|17 18.7 cM|protein-coding	-1.9418936469722101	0.00428855831020394	3.2477059881215204
NM_025385	Prr13|1110020C13Rik|2010324E22Rik|-|15 F3|15|protein-coding	-1.9336050349002	0.00150489870990371	7.1638649274364194
NM_025994	Efhd2|2600015J22Rik|AA408606|D4Wsu27e|RP23-423G13.3|4 E1|4 74.75 cM|protein-coding	-1.9317466674851498	0.0014516854255409099	8.04427268523818
NM_019933	Ptpn4|PTPMEG|Ptn4|TEP|TEP/mPTPMEG|hPTP-MEG|-|1 E2|1 52.39 cM|protein-coding	-1.92243210525953	0.0019089688781703897	5.75193805839473
NM_207244	Cd200r4|F630107N04Rik|MCD200RLa|-|16 B4|16|protein-coding	-1.9222635597878799	0.00608522104940773	2.90071038307909
NM_020282	Nqo2|NMO2|Nmor2|Ox2|-|13 A4|13 14.01 cM|protein-coding	-1.9184442113702198	0.0024180259187550103	4.76174840885691
NM_138310	Apobr|Apob-48r|Apob48r|-|7 F3|7|protein-coding	-1.9096352167254298	0.00263323377766788	4.65566839276191
NM_013565	Itga3|AA407068|CD49C|GAPB3|RP23-112C19.6|11 D|11 59.01 cM|protein-coding	-1.89745204629931	0.00508316143207359	3.3981332312878503
NM_019392	Tyro3|AI323366|Brt|Dtk|Etk-2|Rse|Sky|TK19-2|Tif|etk2/tyro3|RP23-356L21.1|2 F|2 59.97 cM|protein-coding	-1.89422525502145	0.00762666644624145	2.92772665114801
NM_175231	Whsc1|5830445G22Rik|9430010A17Rik|AW555663|C130020C13Rik|D030027O06Rik|D930023B08Rik|MMSET|NSD2|Whsc1l|mKIAA1090|-|5 B1|5|protein-coding	-1.88620484629214	0.00245667881374674	5.66345410718964
NM_009451	Tubb4a|AI325297|M(beta)4|Tubb|Tubb4|-|17 D|17 29.66 cM|protein-coding	-1.8833741424221	0.006315224883317879	3.20197203162239
NM_030207	Sfi1|-|RP23-191E3.10-002|11 A1|11|protein-coding	-1.880690222275	0.00218914099804771	7.25310516566656
NM_009058	Ralgds|Gnds|Rgds|mKIAA1308|RP23-430H1.6|2 A3|2|protein-coding	-1.8794463286896799	0.0033509259542228898	4.64654722537166
NM_001039198	Zfhx2|ZFH-5|-|14 C3|14|protein-coding	-1.8740352645299598	0.00253237381650551	6.24992654351169
NM_054096	Tirap|AA407980|C130027E04Rik|Mal|Tlr4ap|Wyatt|-|9|9 A5.3|protein-coding	-1.8734810669064	0.0084907155540685	2.91164308776087
NM_026482	Atp2b1|2810442I22Rik|E130111D10Rik|Pmca1|-|10|10 C3|protein-coding	-1.86826949564181	0.0023917304084948602	7.29604392930429
NM_008320	Irf8|AI893568|ICSBP|IRF-8|Icsbp1|Myls|-|8 E1|8 70.05 cM|protein-coding	-1.86551451542088	0.00430273307813596	4.23708526621179
NM_025518	Dus2|2310016K04Rik|Dus2l|-|8|8 D2|protein-coding	-1.86353743151391	0.00309519771771406	5.30633484522282
NM_013571	Ksr1|AW492498|B-KSR1|D11Bhm183e|D11Bhm184e|Ksr|RSU2|hb|RP23-12I13.1|11 B5|11 46.74 cM|protein-coding	-1.85727591304992	0.00318314715481108	5.38547130083739
NM_007955	Ptprv|Esp|OST|OST-PTP|mOST-PTP|-|1|1|protein-coding	-1.8568897583488797	0.00309592039783601	5.58169094139258
NM_008842	Pim1|Pim-1|-|17 A3.3|17 15.38 cM|protein-coding	-1.85460349206458	0.00255718490653634	8.244689799615541
NM_001163555	Pou2f2|Oct-2|Oct2a|Oct2b|Otf-2|Otf2|-|7 A3|7 13.73 cM|protein-coding	-1.83026295699213	0.00371276071063206	5.47596690526866
NM_001081117	Mki67|D630048A14Rik|Ki-67|Ki67|-|7|7 F3-F5|protein-coding	-1.8171703073948797	0.009174636063000771	3.11073961135222
NM_011212	Ptpre|PTPe|PTPepsilon|RPTPepsilon|-|7 F3|7 81.27 cM|protein-coding	-1.81603608486911	0.00378173439139784	6.2258863445094095
NM_207298	Cercam|2600006K01Rik|AL024097|Ceecam1|RP23-443G7.3|2 B|2 20.76 cM|protein-coding	-1.8147211454647498	0.00621165506760261	4.0465547694077495
NM_007763	Crip1|CRHP|CRP1|Crip|-|12 F1|12 61.59 cM|protein-coding	-1.81411259864295	0.00337165226651243	8.48791640600629
NM_010394	H2-Q7|H-2Q7|Ped|Q9|Qa-2|Qa-7|Qa7|-|17 B1|17 18.67 cM|protein-coding	-1.8065807483430703	0.00352435771419842	9.34722853743919
NM_001201460	H2-Q9|H-2Q9|Ped|Qa-2|Qa-9|Qa9|-|17|17|protein-coding	-1.8053622790030899	0.0035515285209168296	9.34762216166856
NM_028153	Eml2|1600029N02Rik|-|7 A3|7|protein-coding	-1.8051344151291	0.0043527617752471	5.740661489813241
NM_001012236	Trex1|1661|AU041952|-|9 F2|9|protein-coding	-1.7936575270083301	0.004736111660935361	5.52118028672004
NM_021494	Dennd5a|1500012B19Rik|AJ245569|AW496491|ORF37|Rab6ip1|mKIAA1091|-|7 F1|7|protein-coding	-1.7894772195863	0.00468285904866386	5.920850353188139
NM_001001932	Eea1|A430109M19Rik|B230358H09Rik|ZFYVE2|-|10 C3|10|protein-coding	-1.7840168967385	0.00786250822631334	3.8301356874176498
NM_016740	S100a11|EMAPI|Emap1|S100a14|S100c|cal|-|3|3 E-F|protein-coding	-1.7784602533138303	0.00516351319929807	5.79941545010517
NM_011076	Abcb1a|Abcb4|Evi32|Mdr1a|Mdr3|P-gp|Pgp|Pgy-3|Pgy3|mdr-3|-|5 A1|5 3.43 cM|protein-coding	-1.7782352027728001	0.00539504426857335	5.39936911740434
NM_172705	Phf13|BC029632|Phf5|SPOC1|RP23-460D14.3|4 E2|4|protein-coding	-1.7580094394262498	0.00619042300408322	5.40401635563272
NM_025371	Acy1|1110014J22Rik|Acy-1|-|9 F1|9 57.49 cM|protein-coding	-1.74658483677746	0.0088931064425231	4.173526463321441
NM_029478	Vmp1|3110098I04Rik|4930579A11Rik|AI787464|Tango5|Tmem49|ni-2|RP23-467J12.4|11 C|11|protein-coding	-1.74388052417012	0.00587877169653829	6.97463813557503
NM_030259	Rilpl2|-|-|5 F|5|protein-coding	-1.7257287232874	0.0072916538939538	5.626207147355959
NM_139117	Ybx3|Csda|Dpba|MSY3|MSY4|Yb2|dbpA|oxyR|-|6 F3|6|protein-coding	-1.72414873989056	0.007054546823720059	6.112058956365519
NM_001243584	Mif4gd|1110014L05Rik|2310075G12Rik|RP23-392H19.14-004|11 E2|11|protein-coding	-1.7125443282563702	0.00742783914453875	6.42277888513297
NM_139269	Pla2g16|C78643|HRSL3|Hrasls3|Hrev107|MLP-3|-|19 A|19|protein-coding	-1.71028520310175	0.00745799430600625	6.35769427733623
NM_183370	Sytl3|A430092N21|Slp3|Slp3-a|Slp3-b|mFLJ00307|-|17|17 A1|protein-coding	-1.7069674629299398	0.0082634613482716	5.713235400643411
NM_001033270	Slc4a7|E430014N10Rik|NBC3|NBCn1|NBCn1-G|-|14 A2|14|protein-coding	-1.70613812275046	0.00800461152723975	6.061550950649179
NM_030714	Dtx3|Deltex3|mg310|-|10 D3|10|protein-coding	-1.6927152098301101	0.00893349692500889	5.843640776738059
NM_001081039	Dock9|AA959601|AW538057|B230309H04Rik|D14Wsu89e|Zizimin1|mKIAA1058|-|14 E5|14 65.28 cM|protein-coding	-1.68140164476282	0.009174636063000771	6.331599540529
NM_028696	Nabp1|4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2|-|1|1 C1|protein-coding	-1.6651836759054899	0.009767422233337479	6.948987024694951
