Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	KLRGhi-LCMV-12d vs. KLRGhi-LCMV-7d logFC	KLRGhi-LCMV-12d vs. KLRGhi-LCMV-7d FDR	KLRGhi-LCMV-12d vs. KLRGhi-LCMV-7d logCPM
NM_134163	Mbnl3|A530038J18Rik|AI661274|CHCR|E430034C16Rik|MBLX|MBLX39|MBXL|RP23-98P13.1|X A5|X|protein-coding	1.93276790071566	0.00215441355373738	6.63894662327043
NM_001076789	Cbx5|2610029O15Rik|C75991|HP1|Hp1a|Hp1alpha|-|15 F3|15|protein-coding	1.92870477126492	0.00211763716517818	7.4452107014632
NM_016681	Chek2|CHK2|Cds1|HUCDS1|Rad53|-|5 F|5|protein-coding	1.92443352697969	0.00504884089112733	3.35960908336478
NM_009171	Shmt1|AI324848|AI385541|C81125|Shmt|mshmt|mshmt1|mshmt2|RP23-278I21.7|11 B2|11|protein-coding	1.9032451377068502	0.00654018042104131	3.07273613456893
NM_177075	Fndc9|C030019I05Rik|RP23-370F7.2|11 B1.1|11|protein-coding	1.8993411861185199	0.0057148246848462295	3.39184689181337
NM_018729	Cd244|2B4|C9.1|F730046O15Rik|Ly90|NAIL|NKR2B4|Nmrk|SLAMF4|-|1 H3|1 79.52 cM|protein-coding	1.89467665776884	0.009572829477389671	2.6506402311134702
NM_001127338	Aldh7a1|Atq1|D18Wsu181e|-|18 D3|18 30.55 cM|protein-coding	1.8942038239616799	0.0041559329861053295	4.12852167685764
NM_001081475	Nasp|5033430J04Rik|AI131596|AI317140|D4Ertd767e|Epcs32|Nasp-T|RP23-233B9.9|4 D1|4 53.24 cM|protein-coding	1.89347296115985	0.00307496132240815	5.867262333437309
NM_007791	Csrp1|AA408841|AA959891|AW545626|CRP1|Csrp|-|1 E4|1|protein-coding	1.89313679131084	0.0028261180453766303	6.782445739907581
NM_008892	Pola1|AW321876|Pola|RP23-53K18.2|X C-D|X 41.06 cM|protein-coding	1.89046589668938	0.003062699273158	6.1233797156900795
NM_178389	Gale|2310002A12Rik|AI323962|RP23-161N17.8|4 D3|4|protein-coding	1.88614763017659	0.00468945259862688	3.9836482585136803
NM_172723	Adap1|4930431P11Rik|Centa1|GC1L|p42IP4|-|5 G2|5|protein-coding	1.88486095105749	0.00317665652254258	6.12658715908072
NM_028083	Chaf1b|2600017H24Rik|C76145|CAF-I p60|CAF-Ip60|CAF1|CAF1A|CAF1P60|MPHOSPH7|-|16 C4|16 54.96 cM|protein-coding	1.88229888405692	0.00334550019653255	5.65622007732674
NM_025853	Dsn1|1700022L09Rik|AW552447|RP23-430P1.2|2 H1|2|protein-coding	1.8730645998338702	0.004319091586156711	4.57704944740184
NM_011454	Serpinb6b|NK13|Spi12|ovalbumin|RP23-391I11.3|13 A3.3|13 13.78 cM|protein-coding	1.86223273078224	0.00333202258921196	7.869946757533281
NM_011133	Pole2|-|-|12|12 C3|protein-coding	1.8613825065483502	0.00472485084615801	4.54566199848935
NM_007683	Cenpc1|CENP-C|Cenpc|-|5|5 E2-E5|protein-coding	1.8547330294932902	0.0047887738948468	4.62750742342153
NM_001164734	Mpp6|P55t|Pals2|mCG_1050539|6 B2.3|6 24.13 cM|protein-coding	1.8528840354596103	0.00567328759599414	4.1559627258175
NM_173414	Lancl3|6030463G20Rik|RP23-423L11.1|X A1.1|X|protein-coding	1.84813361874916	0.00632327834365385	3.750080097244
NM_001161712	Gcat|AI526977|Kbl|-|15 E1|15 37.7 cM|protein-coding	1.8422422773716298	0.00888222850891484	3.16679666513973
NM_011712	Wbp5|AL024233|RP23-105O4.3|X F1|X|protein-coding	1.83864345454386	0.007664055755850809	3.4744514250362997
NM_015743	Nr4a3|AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC|RP23-122N18.2|4|4 B2|protein-coding	1.83184782838548	0.008328554203133809	3.3562675345292403
NM_028299	2700029M09Rik|C230006B22Rik|-|8|8 B3.2|protein-coding	1.82860466666538	0.00534802511667529	5.00452259217345
NM_030715	Polh|RAD30A|XPV|-|17|17 C|protein-coding	1.8284903877819898	0.0046727843642166	6.03356609676389
NM_175231	Whsc1|5830445G22Rik|9430010A17Rik|AW555663|C130020C13Rik|D030027O06Rik|D930023B08Rik|MMSET|NSD2|Whsc1l|mKIAA1090|-|5 B1|5|protein-coding	1.8276210363894498	0.00426378301982472	7.25903605704654
NM_026340	Pop1|4932434G09Rik|-|15|15 B3.3|protein-coding	1.82041679938429	0.00803145798123373	3.56506822905541
NM_008922	Prim2|AI323589|-|1 B|1 12.7 cM|protein-coding	1.8154228951766798	0.0053542940378643105	5.35210183762072
NM_007832	Dck|-|-|5 E2|5|protein-coding	1.80148164427753	0.005290356750760629	6.568437071805731
NM_025372	Tipin|1110005A05Rik|1110018P21Rik|-|9 D|9 34.6 cM|protein-coding	1.8008287147173998	0.00572110965039253	5.58562999283012
NM_146116	Tubb4b|4930542G03Rik|Tubb2c|Tubb2c1|RP23-132N23.7|2 A3|2|protein-coding	1.8004704735765502	0.00505740974339174	7.885299556490151
NM_026028	Ccdc77|2400002C23Rik|2700091N06Rik|AV168274|-|6 F1|6|protein-coding	1.7977291277767	0.008037244333548391	3.84623810988945
NM_183027	Ap1s3|1190009B22|Jr2|[s]3A|-|1 C4|1|protein-coding	1.79320801594007	0.00803145798123373	3.9555224635446797
NM_146186	Wdr62|2310038K02Rik|-|7 B1|7|protein-coding	1.7904898529036697	0.006257508931750379	5.36574651180776
NM_025866	Cdca7|2310021G01Rik|AU044109|JPO1|RP23-146F24.2|2 C3|2|protein-coding	1.7810358802218202	0.00759658550411355	4.57734755090903
NM_026231	Gstcd|4933434L15Rik|-|3|3 H2|protein-coding	1.77904818731782	0.00782883898514425	4.50402579232417
NM_001110101	Lsm2|D17H6S56E-2|D17H6S56E2|Dmapl|Dmpkap|G7b|Sm-X5|SmX5|snRNP|-|17 B1|17 18.52 cM|protein-coding	1.76380911414327	0.00829213391675088	4.55705631456859
NM_001165989	Ckap5|3110043H24Rik|4930432B04Rik|D730027C18Rik|T25636|mKIAA0097|RP23-176N9.2|2 E1|2|protein-coding	1.7522874932713202	0.00681854190341049	7.29800844348077
NM_146218	Rfwd3|BC027246|-|8 E1|8|protein-coding	1.7486541232852	0.00767263934988102	5.90476031458094
NM_175294	Nucks1|2700010L10Rik|8430423A01Rik|AI647518|C78391|Nucks|-|1 E4|1|protein-coding	1.73398109692523	0.0077047943942795795	7.44416261433789
NM_198652	Hjurp|6430706D22Rik|A730008H23Rik|C330011F01Rik|Gm975|Mfleg1|-|1 D|1|protein-coding	1.73168172893751	0.007703823064546729	8.24558636016279
NM_013674	Irf4|AI385587|IRF-4|LSIRF|Spip|RP23-213G18.1|13|13 A3.3|protein-coding	1.7247902403586999	0.00946167152360715	5.18296211317391
NM_001146325	Tigit|ENSMUSG00000071552|Vstm3|-|16 B4|16|protein-coding	1.7245749821925402	0.009318649390658391	5.4172407860613605
NM_009448	Tuba1c|M[a]6|Tuba6|-|15 F1|15|protein-coding	1.7202377731743002	0.009203142309894871	5.756925507261901
NM_011514	Suv39h1|AI852103|AL022883|DXHXS7466e|H3-K9-HMTase 1|KMT1A|mIS6|RP23-27I6.1|X A1-A2|X 3.64 cM|protein-coding	1.71026879412545	0.00946167152360715	6.189523552519059
NM_011655	Tubb5|AA408537|AI596182|B130022C14Rik|M(beta)5|RP24-180B11.2|17 B1|17|protein-coding	1.6980551824183898	0.0092155509742989	10.6921951497531
NM_023210	Anp32e|2810018A15Rik|AI047746|AI326868|CPD1|LANP-L|LANPL|mLANP-L|-|3 F2.1|3|protein-coding	1.6932963755811496	0.0096658925083697	8.100620531597201
