id	sequence_identifier	chr_name	transcription_start	transcription_end	strand	score	rpkm	gene_peak_id	gene_peak_start	gene_peak_end	gene_peak_tag_count	tss_peak_id	tss_peak_start	tss_peak_end	tss_peak_tag_count
464992	NM_016844	chr17	33823035	33824430	1	4.0248678755058615827847143976528	2.6154772074411268								
549193	NM_016845	chr6	125049925	125063162	0	1.061987238843200852584823446058364628	0.51612772460756601908								
796779	NM_016846	chr1	152518200	152623636	1	0.005464367998860868797856736591639922	0.00217609904699112034								
741714	NM_016849	chr7	44997720	45002841	0	22.90339916211779447220112637620745	12.4065659366980855								
829842	NM_016850	chr7	141263182	141266353	1	47.38705606032147228019573120786432	27.2884481156108864								
726964	NM_016851	chr1	193153189	193172020	0	0.070036464613929109405334016216164055	0.03280197140961414455								
190292	NM_016852	chr11	116078557	116084727	1	20.49101040791242031577799324974626	10.8531541167993974								
516004	NM_016856	chr12	101975954	102006039	0	2.94410436704341277519152701039915	1.3156633021601629								
190339	NM_016857	chr11	116288065	116301351	1	2.4878096494900769266140848538388	1.2086015427376459								
391006	NM_016858	chr3	51484024	51495920	0	4.67677481483654703830370712025529	2.2992572168670969								
470530	NM_016859	chr17	47599338	47611438	1	7.8995332793563673111709710558188	3.8765165116613752								
428919	NM_016860	chr19	46376810	46395715	1	11.61687095828363892839114790697001	5.4386342769830963								
427866	NM_016861	chr19	40222210	40271629	1	1.751317764498809408743534344387409467	0.74648973125734545093	707	40267544	40267726	38.6				
403300	NM_016862	chr19	55316011	55627504	0	0.243004184952261283358387312406983048	0.08847501598309257508								
525213	NM_016863	chr12	4833218	4841528	1	0.052402305192544946687808740550490718	0.02681059494481118419								
743963	NM_016865	chr7	49759181	49774030	0	2.98831572445173396351731377657739	1.4346770055273179								
500269	NM_016866	chr2	68210445	68472021	1	0.244348948565712957798192080656153536	0.09021114592406674288								
468930	NM_016867	chr3	152093861	152165901	1	0.016879767805359146297276853276893928	0.00695159535681014792								
800122	NM_016868	chr7	17031538	17048762	1	0.018967021717469812386719572119776598	0.00896555479805302707								
634554	NM_016869	chr5	72300008	72406090	1	0.014473160840331225003814294768371378	0.00576066122710119966								
758662	NM_016870	chr7	119764802	119784933	0	0.354788477602418589505455694352833518	0.16503513396091075294								
800964	NM_016871	chr7	19701324	19715410	1	4.09149599640891344961983774138358	1.9753235480063613								
153319	NM_016872	chr6	72369263	72380455	1	0.612518961411047011305750280511137575	0.30314345188671580199								
829873	NM_016874	chr7	141297178	141337049	1	2.8438735297378747553086865095114	1.2368743572061105								
827253	NM_016876	chr9	20896075	20898580	1	11.15074700706987619647177475160035	6.6317059397991035								
578889	NM_016877	chr6	35022065	35133667	1	0.693530315541573601197602096080138568	0.27483435115735887148	1614	35133869	35134051	23.6	1614	35133869	35134051	23.6
340789	NM_016878	chr1	75309169	75316667	1	4.0154383207650672216721239527823	2.0787805245411966	1878	75317836	75318018	21.4	1878	75317836	75318018	21.4
729983	NM_016881	chr16	8637698	8656099	0	2.67650340796965460941401439385601	1.2565392369745003								
36027	NM_016882	chr19	5380218	5388740	1	11.2075066767226948921325331557219	5.7177073974061445	1370	5388628	5388810	26.8	1370	5388628	5388810	26.8
856546	NM_016883	chrX	140948430	140956440	1	4.47086369272207202415568649626944	2.2970463015637448								
167146	NM_016884	chr14	52073751	52097430	1	5.87202355739483640897243697777232	2.6869957306680748								
843474	NM_016886	chrX	41401521	41678535	0	0.02585349083003499364457803347979544	0.0095011356221545934	708	41400593	41400775	38.6	708	41400593	41400775	38.6
172302	NM_016888	chr11	22835392	22860379	1	0.574961793223709592604675896799300814	0.26168875555073149169								
799047	NM_016890	chr4	41714865	41723124	1	9.15743617481198924394117887324602	4.6885052494526434								
406879	NM_016891	chr17	20945438	20965429	0	10.94643741637533370911549663770238	5.0955259878820794								
422860	NM_016892	chr19	4825365	4839267	1	3.73679303657224700668427563537885	1.8066036032292473								
102165	NM_016893	chr12	77238103	77475647	0	0.27272995763598765040622561971241317	0.10147373886678668582								
295574	NM_016894	chr1	91180204	91223377	0	0.043799523977684834111132384089867708	0.01890678983935154596								
751703	NM_016895	chr4	128993264	129011090	0	3.10113551095190240161572008780938	1.4606713216088417								
624390	NM_016896	chr11	103219756	103267214	1	1.961430345259434598902682794181777344	0.83920711840004865216								
166268	NM_016897	chr14	32180161	32195263	1	0.560536296321644336209138623877223525	0.26863145646380206325								
664927	NM_016898	chr10	41520005	41528236	0	12.71378786467836621386819901365507	6.5118370723505267								
450272	NM_016899	chr3	88542049	88547720	1	0.127950232593987157166359476450033194	0.06845651804799908606								
453358	NM_016901	chr3	94433491	94435181	1	0.093156403547621669715073358239754058	0.05870934918341516146								
516996	NM_016902	chr2	127740957	127778683	1	0.005884879512408696748355583686286098	0.00257299394576994461								
150020	NM_016903	chr14	74738665	74750544	0	3.88056723915825783946834785420264	1.9081115035457688								
451797	NM_016904	chr3	89416053	89418334	1	2.93871515708362073696965597401723	1.7711208233274129								
625989	NM_016905	chr11	116008512	116012662	1	3.75815080940740022544883727457976	2.0897731054509896								
156558	NM_016906	chr6	88503731	88518639	1	9.42163793751491474009520086717817	4.5213917049806339								
797280	NM_016908	chr7	4542262	4546314	1	0.01268706180862755837379857618469509	0.00707628161909705018								
227349	NM_016909	chr8	125013085	125033531	0	2.33854695831085887899324081591181	1.0860896847856133								
567549	NM_016910	chr11	85311300	85347060	0	1.425270993973316183536852725744999502	0.62635866735042277747								
636916	NM_016912	chr5	92006214	92042955	1	0.07931491010991407757061861573659058	0.03476595236613307645								
54338	NM_016915	chr15	79289243	79324163	1	0.467862406552820179339648979182727689	0.20607990472996747241								
521517	NM_016916	chr2	157556361	157566296	1	1.21943121714079202838036421533979395	0.6114919061505926265								
780450	NM_016917	chr1	45908421	45925395	1	0.028276641691201425418923746834415288	0.01338646175790930306								
437304	NM_016918	chr2	5844995	5868399	0	1.226069846833449038437273818450503152	0.56169828757074212308								
570284	NM_016920	chr11	101011768	101063692	0	0.016622713963299468245143436569441536	0.00705293599609682176								
35615	NM_016921	chr19	3896603	3906629	1	10.35660652523772354783564688398267	5.1881335356375027								
711334	NM_016923	chr1	16688450	16709644	0	0.15116130160063449153478483212799104	0.0699478245532459812								
773089	NM_016924	chr16	87433379	87440549	1	2.07924056908138071988913435590592	1.0820093301818072								
672119	NM_016925	chr8	123268240	123318210	1	1.2268841708891685764279319793390666	0.5224144535157109198								
218563	NM_016926	chr5	113742769	113767415	1	2.50640924277005655804319389655988	1.1423338209701939								
484115	NM_016927	chr18	34409485	34442820	0	2.61399155014119662387088039533559	1.1565566457903057								
386108	NM_016933	chr19	4154643	4156757	0	139.04454947125025671284129142836712	84.7272391294098989								
818387	NM_016957	chr4	133965528	133968033	1	3.20474807783171135554890461929456	1.9059661966899056								
448515	NM_016959	chr3	86138065	86142693	1	6.3517242322337865886514146252143	3.4839230657906595								
135883	NM_016961	chr11	49846760	49885377	0	1.069882075968727136017802752137692304	0.46673528887680279309								
421630	NM_016962	chr17	74338984	74391139	0	1.230122265241989008348317070181209664	0.52172065077952392432								
309564	NM_016963	chr9	75498669	75559644	1	1.694883532407081943779039121806911886	0.70860302886141047202								
618555	NM_016964	chr5	138281862	138312385	0	0.061222333969705797424102031186341446	0.02732050450599208227								
505133	NM_016965	chr2	80500486	80581050	1	0.397516566142393584631644670734950952	0.16208405319319215576								
456463	NM_016966	chr3	98313334	98339914	1	1.09995612239289471696785041722134046	0.4975723422056560482								
311526	NM_016969	chr7	3293114	3298425	0	0.237967528005166912021501305700677913	0.12833312594531838527								
592811	NM_016970	chr6	122271580	122282636	1	7.34250728753382134293086229356	3.6387686838684								
583270	NM_016972	chr14	54722458	54759680	1	0.007852282497725389523629658135579682	0.00343759715421528047								
447897	NM_016973	chr2	32587110	32620805	0	2.5780835991565417321002483279461	1.1394862395808103								
742797	NM_016974	chr7	45705226	45710250	0	1.760317818733055312363379357543735267	0.95578612764776348531								
689264	NM_016976	chr10	10686257	11000025	1	0.000676300053056749437499202894325805	0.00024609136242978655								
828334	NM_016978	chr7	132557477	132576273	1	4.0458499535885273061648219791884	1.8952589632008838								
382003	NM_016979	chrX	77764593	77795750	1	0.906063302745399884529692623799348105	0.40352221042907800571								
609197	NM_016980	chr5	107900632	107909056	0	4.1249557911210975870002330555486	2.1071839596394081								
753255	NM_016981	chr4	133369790	133423712	0	1.82021234835595505809388945979717696	0.7696197378666598352								
764367	NM_016982	chr16	16868411	16868998	1	0.247688039942141383545930487887763488	0.19135120872739633208								
375407	NM_016985	chrX	71364765	71418513	0	1.084311974900298693403789823655594177	0.45860392784521851209								
612771	NM_017366	chr11	70010182	70015409	1	15.96004622515306183917292241532762	8.6237999809217562								
637350	NM_017367	chr5	93181928	93206389	1	5.55312813467373551297520144921675	2.5328260394187357	359	93206418	93206600	51.4	359	93206418	93206600	51.4
463389	NM_017368	chr2	90940501	91019539	0	2.5674601164261793090992961172808	1.0486403345877592								
853201	NM_017369	chrX	72259771	72269964	1	0.00692493031993493810581175867133192	0.00346269080179295138								
706039	NM_017372	chr10	117277563	117282181	1	0.341257813688940794146268994424547636	0.18723044291409287708								
699636	NM_017373	chr13	52967164	52981011	1	1.557991960748410161437206287482518736	0.75355064476074095024								
214001	NM_017374	chr8	33599620	33619843	0	8.21149065999030669896139650793812	3.8179210112418218								
39425	NM_017375	chr19	18581533	18631841	1	5.49551056692492244767376234599324	2.3385570617897394								
408220	NM_017376	chr15	81802679	81826866	0	1.792336675616028084020757647650141662	0.81841968695838906118								
813061	NM_017377	chr4	117873157	117883382	1	0.034096678900159285833213232488741925	0.01704353445044928611								
548305	NM_017379	chr6	121210775	121226014	0	0.038701126776914556681051124082548963	0.01852948558187787239								
161110	NM_017380	chr11	117232657	117362130	0	2.397747427844401530282857956716561333	0.93817555714527107909								
417701	NM_017381	chr3	157534396	157548382	0	4.2939138360141747343486988312595	2.0746202140841833								
833557	NM_017382	chr9	64715305	64737758	1	3.07223845389052018118212542641436	1.4133655708102444								
748558	NM_017391	chr16	92058305	92112230	0	0.735169578329653776532133451103543694	0.31084181901397387357								
460234	NM_017392	chr3	108391003	108415495	1	0.412593204115547270194208785300411373	0.18816325506250300513								
25575	NM_017393	chr17	56990357	56993513	0	4.49807431687189853100227774516376	2.5919141422665402								
401458	NM_017395	chr3	94955014	94961527	0	4.62837664574658159932168144035544	2.4357924746773208								
459177	NM_017397	chr3	105678460	105687460	1	3.38288338188076112180057676351105	1.7152267310179041								
599898	NM_017401	chr11	5827871	5837948	1	5.8843071750312342473117652139017	2.946079959506711								
211195	NM_017402	chr8	11755776	11834059	0	0.603225582612328609172053834430158162	0.24658883264214812854								
772880	NM_017404	chr16	84717640	84735245	1	2.44148108460926322029507893248936	1.1514522000228024								
805862	NM_017405	chr7	30957763	30973517	1	0.29407999716639094820205207017713368	0.1403096928496679688								
416973	NM_017406	chr17	34647215	34655080	0	8.01654104794827609391359267618351	4.1273775442780053								
566361	NM_017407	chr11	78301556	78322461	0	2.72802973680115280840393863137828	1.2641190577197489								
371095	NM_017461	chr7	127214472	127218393	1	111.52750580254303566744766505889882	62.4668107346006402								
814488	NM_017462	chr7	79449382	79466248	1	6.64667278473747331241356718025204	3.1486959881569788								
416935	NM_017463	chr17	34592449	34597368	0	7.25113947865779028842234396332523	3.9473347599682557								
260044	NM_017464	chr13	41310634	41487256	1	0.97701065306765732098506739938061868	0.37243891098136781896								
809903	NM_017465	chr7	45729983	45759544	1	0.560485766313599570248666014225824064	0.25090092147975196256	111	45733538	45733720	82.5				
839607	NM_017466	chr9	111054861	111057253	1	1.429207014890046158908282886291807226	0.85554653654061267059								
651445	NM_017467	chr5	143250242	143269931	1	0.304493135574604983659886869103447453	0.14196106822122841079								
439308	NM_017470	chr15	79761462	79774408	1	0.605469968505633496482086301929578848	0.29496214290930952872								
665473	NM_017472	chr10	42502048	42534619	0	1.521762701157177549065674078414106169	0.67481396894482762653								
322927	NM_017475	chr4	123917627	123935268	0	2.066781438050883067186100028213500832	0.97453001208369574176								
464205	NM_017476	chr17	32321393	32350551	1	4.13263080082926421806210134341635	1.8524568681617583								
127232	NM_017477	chr6	87889077	87912328	0	8.07239249590675181071772706283328	3.7006333522807634								
577540	NM_017478	chr6	30747545	30896729	1	0.42492532757267808237316682171787448	0.1642813140571688872								
136416	NM_017479	chr14	21500081	21669942	0	0.127455296306105820062571638923441722	0.04874394679049775819	932	21500810	21500992	33.2				
715071	NM_017480	chr1	60977929	61000341	0	3.82238751276973785817912552103848	1.7587913157491557								
724421	NM_018729	chr1	171559230	171585294	0	0.180958939841159278721794425651543348	0.08201709970851608764								
420110	NM_018730	chr17	56613456	56613952	0	17.397729772949963544368006730988796608	14.07152716374788602784								
415060	NM_018734	chr3	142560527	142573216	0	3.51430515632238579351046205636806	1.7157337202540777								
767998	NM_018736	chr9	14784662	14834321	0	0.6725552373962951644192262613233328	0.286544026525283034								
849577	NM_018737	chrX	162901617	163034540	0	1.049483847273462871406901603671203125	0.40971860256914749485								
562576	NM_018738	chr11	58199710	58206585	0	8.30683537806197749616036125783188	4.3439926336464678								
828447	NM_018739	chr9	22448310	22468025	1	2.60012998553289011649158274603105	1.2120713944341735								
612729	NM_018740	chr11	69968218	69981286	1	2.92718864978245693253780137307183	1.4245804786733651								
829477	NM_018742	chr7	140853351	140856433	1	10.62999108966627344602943752078547	6.1447794270489373	1256	140857257	140857439	27.9	1256	140857257	140857439	27.9
655345	NM_018743	chr8	23172932	23207906	1	2.5550428999073246030077419898464	1.1252554945089392								
44872	NM_018745	chr15	38488534	38519069	1	2.98361123567095613419600097501149	1.3313873202468409								
690642	NM_018747	chr10	25169091	25296720	1	0.019679284860452587081553402041480566	0.00770939769006645014								
790739	NM_018748	chr9	118506312	118582523	0	1.062364154044894449751128355153028951	0.43531645275959850701								
438240	NM_018749	chr15	77958996	77970829	1	16.14261376282570654777369480010475	7.9408212041362155								
344409	NM_018750	chr1	131176426	131217772	1	3.5505787759033977290488109702853	1.538933056064457	1881	131184409	131184591	21.4				
745051	NM_018752	chr7	64185554	64250098	0	0.064099009614936737617851332860357233	0.02666062691350252779								
479758	NM_018753	chr2	163995194	164018598	0	12.78742087274691358480294431715648	5.8582897419905392								
361994	NM_018754	chr4	133600669	133601948	1	3.45852820895073267455785289046452	2.2802802956196548								
392932	NM_018755	chr15	33083304	33594380	0	0.006406685487532810096612385092535466	0.00224468480500592634								
789007	NM_018757	chr9	109833114	109842954	0	0.402370896978141018897020274824937713	0.20198723262475288063								
673533	NM_018758	chr10	81268149	81273293	0	6.22057203650806851193870029968214	3.3677812736021754								
608472	NM_018759	chr5	105876586	105915817	0	0.635026481120609844558679638591037282	0.27661436756773021618								
605534	NM_018760	chr5	89001996	89238100	0	0.002033217282922927691765065264245648	0.00075686460280163092								
803095	NM_018761	chr4	56811002	56865082	1	0.026828808422206138914923041516159048	0.01134066292841605924								
837078	NM_018763	chr9	95401206	95407218	1	0.873581619852562574382073260433869555	0.46412790612369910855								
600429	NM_018764	chr5	57719255	57789748	0	0.000834285298475889657048432542897625	0.00034425391732651965								
588944	NM_018765	chr14	79459886	79481318	1	1.387844728976433256173646870848782991	0.64147958652729093553								
455757	NM_018767	chr3	96798756	96829120	1	2.79373138767354285363228639313368	1.2473397973298598								
564207	NM_018768	chr11	67966442	68207068	0	0.14499573525720792801093107028246498	0.0538919111469151023								
582968	NM_018769	chr6	50207403	50261279	1	0.01839925577354454162487200303933567	0.00778016048866016106								
219231	NM_018771	chr8	83653123	83664548	0	1.779117760862846683069787372095161448	0.87852785671014532886								
620954	NM_018772	chr5	144244692	144264524	0	1.32660530306053936434842521874434032	0.6180337401868103016								
149808	NM_018773	chr6	51860017	51975982	1	0.085252812869158367493984521434300416	0.03367293320846999552								
751654	NM_018774	chr4	128656686	128752904	0	1.45716880838722264826832350295040516	0.5849314917168390578								
778924	NM_018775	chr1	39371495	39478660	1	0.05399313068124095500755957799279293	0.02147166128069821158								
180861	NM_018776	chr11	80046875	80075551	1	3.88132135806565970564118009636128	1.7426541165357448								
556944	NM_018781	chr14	70077429	70082623	0	2.68268984362438129257997869409644	1.4506768146578274								
505612	NM_018782	chr2	84330632	84425235	1	0.355765701272522133762683765649345474	0.14302166353650253206								
610667	NM_018783	chr5	112326360	112338111	0	11.56093559930291945140443027184843	5.6913173258005697								
291479	NM_018784	chr16	58470785	58503725	1	2.6614902059587995072727774536836	1.1789306802299978								
82893	NM_018785	chr2	53140190	53191184	1	1.370637235923144296987977245995934802	0.58252842435627570863	2069	53191766	53191948	20.4	2069	53191766	53191948	20.4
413988	NM_018786	chr15	99296766	99316967	0	0.20103173393027688821459649678379762	0.0934797963959527798								
448846	NM_018787	chr15	102523847	102524990	1	1.069976041712609774164551820263247465	0.71931839611489567297								
586711	NM_018788	chr14	65052050	65098135	1	2.237044078347023964332875721250006747	0.95975870587215657697								
376696	NM_018789	chrX	101254529	101260924	0	9.4686828337418174320125677831127	4.9938843099660435	668	101254105	101254287	39.6	668	101254105	101254287	39.6
436170	NM_018790	chr15	74669101	74672514	1	2.3320167442759631179206352515348	1.329903758950212								
827387	NM_018793	chr9	21104065	21131303	1	10.30233093019572463334144565304392	4.6490761375959864								
375796	NM_018794	chrX	74297202	74304585	0	7.6822418947702398145097544719384	3.9841867965907741								
715205	NM_018796	chr1	63177423	63179872	0	128.89103822899589675930536948437096	76.8997735252278558								
703609	NM_018797	chr10	94790890	94944607	1	0.438813652712184343770638933093126568	0.16922490305491687596								
849132	NM_018798	chrX	153498192	153501556	0	14.7001152872897997129384967353805	8.3991690527280515								
360713	NM_018799	chr4	129592117	129599743	1	16.05259087817905478450225555472795	8.2941692715019785								
19373	NM_018800	chr3	103206386	103823760	0	2.3447132987594410310531170988759331	0.80986112442063556235								
450676	NM_018804	chr3	88744699	88772611	1	1.796770631083946171626803163668075624	0.80886725970561917432								
611491	NM_018805	chr11	63885789	63922280	1	1.07248924556835807181568972579610336	0.4704095273116149367								
520432	NM_018807	chr2	153227823	153241388	1	5.24445634708966082340578713816224	2.5421495372775592								
219229	NM_018808	chr8	83608275	83611339	0	21.1092296082292748087478960216768	12.212015411663472								
580416	NM_018810	chr6	39397803	39420418	1	6.75102118739602335631769490949719	3.1035195965109927	1046	39420190	39420372	31.1	1046	39420190	39420372	31.1
748960	NM_018811	chr7	79273289	79361651	0	1.402056819595966099259040455388020442	0.56702755616767200757								
17101	NM_018812	chr3	96696352	96706001	0	1.84906870801951504914723643725323767	0.93024798164649821618								
498339	NM_018813	chr12	21286353	21314843	0	5.1466645742083174390211076609187	2.3122512062354495								
103511	NM_018814	chr12	81860469	81993187	0	0.30533648533931905742896156264201758	0.11921901794397351366								
588984	NM_018815	chr6	91013066	91116875	1	10.80959009394955467369768469351526	4.3105580757876431								
466721	NM_018816	chr17	35130079	35131766	1	0.178299487288538745804978496229990232	0.11239949729261892168								
715867	NM_018817	chr1	72583299	72635651	0	0.810256553234018408251131936225658556	0.34352706400887643963								
855683	NM_018818	chrX	113040625	113185147	1	0.391782110182187061828288708500147968	0.15187308774514529008								
403819	NM_018819	chr17	8283803	8297660	0	1.12149182027810734245057460402035882	0.5423878301525171422								
734874	NM_018820	chr7	27486988	27490326	0	11.63067357293172741631767720806704	6.6521976994805692								
513440	NM_018821	chr18	88867847	88894236	1	0.698810034755170341956144404755800549	0.31633707703362609109								
626706	NM_018822	chr11	119343487	119355510	1	6.75758027176891098701817400682733	3.3184243295984661								
647432	NM_018823	chr8	107293433	107379503	0	1.89708747940526397556083672373346808	0.76900952291159868144	252	107293262	107293444	58.9	252	107293262	107293444	58.9
88955	NM_018824	chr2	132052983	132145092	1	0.353191503758992243531543370983867673	0.14231943962308815233								
463327	NM_018828	chr2	90745451	90781024	0	7.55711534074189781679955341584574	3.3227698630384599								
572914	NM_018829	chr14	21033739	21052381	1	2.19490536142005962070278689231254	1.0290633032878259								
426793	NM_018830	chr19	31984701	32102154	1	0.050130513466704450575783993518897984	0.01977875356802005798								
431580	NM_018831	chr19	56529166	56548253	1	0.663759165286363060958988938096735686	0.31044447987583872662								
90969	NM_018851	chr2	157097661	157135104	1	10.06821902860834322956989633053094	4.4052045427722078	676	157119207	157119389	38.6				
833297	NM_018853	chr9	61913475	61914096	1	3.575692782300030936553888320342880344	2.72401312155452194776								
566404	NM_018854	chr11	78536389	78541482	0	4.93370525010572115597957240674808	2.6743385288663454								
651209	NM_018855	chr8	123518920	123536653	0	0.217252455198289571533742362559722003	0.10238385811700637371								
643812	NM_018858	chr5	117282664	117287294	1	6.2720188449395771338229383156758	3.4400196543907893								
691096	NM_018859	chr13	4592477	4609134	1	0.460690113488958055488738548634112035	0.21852415339190487459								
708913	NM_018860	chr10	128548108	128549182	1	73.66937359016022558027778913113126	50.0810142341248661								
601711	NM_018861	chr11	20302204	20332287	1	0.021497091033244764159460184308588566	0.00960669661278738798								
416946	NM_018862	chr17	34605866	34613497	0	10.80350842693034277721962345234417	5.5816137617630871								
434855	NM_018864	chr3	10313689	10331371	1	5.3042892197523583800475146746592	2.500480492602192								
828248	NM_018867	chr7	132065059	132131129	1	0.000643601196273129860461171355570786	0.00026712680323801174								
714913	NM_018868	chr1	59685035	59711558	0	2.98344439533818249932415548611664	1.3498673747674367								
405350	NM_018869	chr19	60889849	61092603	0	0.02887011252004357023114726541489536	0.0108809493087338619								
599885	NM_018870	chr11	5801636	5803846	1	2.3221665564849362024894898686268	1.4059200044428308								
649420	NM_018871	chr5	135908342	135934584	1	5.60829089097818453454929044889502	2.5401645527653839								
778223	NM_018872	chr1	36792315	36939565	1	0.851242179850850981937369615471997528	0.32946200451786696632								
623122	NM_018873	chr11	97509404	97552415	1	1.180325605833764957814089975273345776	0.50968753505223018608								
854706	NM_018875	chrX	101097815	101222493	1	0.4942834495519456281218945621484417	0.19402321006197871575								
454066	NM_018877	chr3	95323522	95357196	1	2.42005656475385710039967877607547	1.0697043138578659								
629147	NM_018878	chr5	27740481	27791600	1	2.62560123279774785884270179257642	1.1156420176000378								
280214	NM_018879	chr9	107542279	107545671	0	3.74352566515374477444481329822408	2.1365942700045417								
820084	NM_018880	chr7	105606060	105633451	1	0.404653613204352127634679983216524432	0.18250489717768798402								
645640	NM_018882	chr8	94977339	95014207	0	0.47290465650269004891133722597580491	0.20721896160380680978								
565123	NM_018883	chr11	73019098	73042062	0	0.302429394401615013323119421750809256	0.13881607391240683192	1652	73019630	73019812	23.6	1652	73019630	73019812	23.6
691858	NM_018886	chr13	12439370	12461603	1	6.3650294519291299615677993898698	2.931104144522243								
418240	NM_018887	chr17	43667466	43750764	0	0.02215016243344727684842260823887008	0.0090048708653332408	2236	43667089	43667271	20.4	2236	43667089	43667271	20.4
90690	NM_018888	chr2	155847986	155923978	1	0.272981551197096250274601684615325572	0.11188618878467564034								
308553	NM_018889	chr9	73015695	73039529	1	1.127615453518234214926142240999973588	0.51565159103341278476								
768351	NM_019388	chr16	36603899	36666114	1	0.216420145519445093309064408595303674	0.09031610897444668827								
263247	NM_019389	chr13	89683785	89737335	1	0.00710824420112922878429859937343916	0.00300741689282628504								
68020	NM_019390	chr3	88482014	88503086	1	0.68738110881999743443381735065988833	0.31826257800791040261								
340903	NM_019391	chr7	142460836	142494574	0	18.99820456725494610009270666700745	8.3959757852531405								
470476	NM_019392	chr2	119799628	119818065	0	0.565922211434564562337996031673400713	0.26563024553340828087								
4010	NM_019393	chr3	36553555	36563187	0	2.0226452907708365560136678786776	1.0177728227757016								
701900	NM_019395	chr13	62864771	62880968	1	0.008302606615460497353565510560305592	0.00394979870574624601								
52595	NM_019396	chr15	76644183	76660169	1	4.81530968162996181918485158592162	2.2939333206921793								
564887	NM_019400	chr11	70844809	70943130	0	0.52032461666542748148755293459899483	0.20847314390538106295								
497265	NM_019401	chr2	51948459	51973252	1	2.33889804285032083689865984176607	1.0653559740028441								
142348	NM_019402	chr14	54894165	54898318	0	2.62961972085085594826204942795601	1.4621033732872403	1364	54893778	54893960	26.8	1364	54893778	54893960	26.8
466175	NM_019403	chr17	34601655	34603608	1	4.14431889209736115892301543006513	2.5550438295086757								
375605	NM_019404	chrX	73892101	73894269	0	2.55322900293581871129328251980089	1.5501144862557479								
853212	NM_019405	chrX	72913550	72918386	1	5.20298561562185676278332223079106	2.8383246797902823								
491967	NM_019406	chr2	31026200	31142048	1	4.84519072069057960272276698416098	1.9139067534595359	748	31061230	31061412	36.4				
400773	NM_019408	chr19	46304734	46312140	0	12.48821059866482167266584620205486	6.4743417587898026								
617712	NM_019409	chr11	79501588	79503988	1	0.31481620412748101102097897209194734	0.18836493536190275191								
443398	NM_019410	chr3	57841904	57847560	1	0.40733501105153688360855104407662106	0.21800376247032257522								
136434	NM_019411	chr11	52098811	52122688	0	8.99983730820674067443680742649255	4.1148273740758939								
734877	NM_019412	chr7	27504535	27520045	0	0.224406660919404349477601380163569044	0.10724323546693443194								
608331	NM_019417	chr11	54054933	54068966	1	0.264616664311392805874766010564547976	0.12780487894228785016								
472663	NM_019418	chr17	57191083	57193595	1	0.642367845132662719634011244048623748	0.38188722305418438884								
822601	NM_019419	chr7	118118880	118129635	1	32.939068837461564002392527857478	16.373343556865913								
465222	NM_019420	chr17	33949908	33951465	1	10.27882426754997843463685939588958	6.5618596331488297								
416472	NM_019421	chr17	33843174	33849660	0	0.771213209125843339126176869458242985	0.40606802084912085905								
320072	NM_019422	chr4	118428740	118432451	0	9.0168915275770437090731273956425	5.086308225796389								
45978	NM_019424	chr19	42757843	42770861	1	2.3876456197743370780967365018231	1.1624782838047018								
166652	NM_019425	chr14	45377001	45388612	1	1.203696654177175033556276152328603538	0.59333957605574919477								
553046	NM_019426	chr6	136518808	136607409	0	2.7985077783789625310986272622104	1.1315189430905278								
395715	NM_019428	chr19	36083757	36104758	0	0.643655239705688135752339412761768896	0.29811930278964119648								
693992	NM_019429	chr13	22002162	22008782	1	1.110765916554386398631485842951235973	0.58344633768141929501								
791130	NM_019432	chr1	120067511	120073412	1	0.76026736033015536302035107973511848	0.4048252673485255708								
202547	NM_019434	chr10	76470133	76509371	0	2.51142825751050774909135246868135	1.0939470661226215								
379874	NM_019435	chrX	20615408	20617555	1	0.113185429815023047859755679198889808	0.06881432996517057262								
799341	NM_019436	chr4	43482082	43483466	1	25.92254332747916198902477275155719	16.8672209830546763								
391741	NM_019437	chr19	17394096	17401373	0	6.3970002416695343965980297509052	3.3231942118113849								
599788	NM_019438	chr5	45669962	45700595	0	1.98747423335004791306868718989161724	0.8866005230751363228								
418062	NM_019439	chr17	37046030	37074342	0	6.16676433758943562864146700084292	2.7722602745449463								
137591	NM_019440	chr11	58215613	58221465	0	1.135010810369677575728486525746505687	0.60497143989974309959								
466203	NM_019441	chr17	34616661	34627141	1	3.15505735361882589810645997755078	1.5727963844703674	1690	34627283	34627465	23.6	1690	34627283	34627465	23.6
466291	NM_019442	chr17	34823993	34836914	1	2.8826123683124188667449932674368	1.404591773551976								
851739	NM_019443	chrX	37187897	37190849	1	11.9318441739771365079638061323748	6.937509522749548								
570468	NM_019444	chr11	101246486	101248208	0	0.03260158842235612757962522454133008	0.0204867498743339216								
490989	NM_019446	chr2	28908118	28915799	1	0.013907070976845310968344356212147366	0.00717966309910288386								
598372	NM_019447	chr5	35042401	35048406	0	0.167982769166603666471218240682081125	0.08926049802421531895								
386026	NM_019449	chr19	3935248	3949348	0	2.76683647859614830505295723336728	1.3356532607430152								
762813	NM_019453	chr16	3708632	3716150	1	0.01020489812266496202470873106730143	0.00528142090539460242								
469982	NM_019454	chr2	119325936	119334882	0	0.025271753103466456959050437303677016	0.01282225076660348462								
585019	NM_019455	chr6	65117347	65144313	1	0.063750961877086744859484639612164187	0.02879707571240781807								
